Company,Role,Job Type,Eligible Branches,Minimum CGPA,Location,CTC (LPA),Stipend (Monthly INR),Required Skills,Selection Process
Goldman Sachs,DevOps Engineer,FTE,"COE,COPC,ECE,EIC,EEC",8.5,Chennai,40.81,80000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Wipro,Cybersecurity Analyst,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",7.0,Pune,41.96,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Paytm,Frontend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",7.0,Bengaluru,48.62,50000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Flipkart,AI/ML Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",8.0,Gurugram,21.36,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Nutanix,Frontend Engineer,Intern+FTE,"COE,COPC,ECE",6.0,Bengaluru,51.32,40000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Cybersecurity Analyst,FTE,"COE,COPC,ECE",6.5,Bengaluru,12.83,60000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Qualcomm,AI/ML Engineer,FTE,"COE,COPC,COBS",8.0,Pune,58.81,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",9.0,Pune,12.56,25000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Infosys,AI/ML Engineer,FTE,"COE,COPC,ECE,EIC,EEC",8.5,Gurugram,14.43,125000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
TCS,Data Scientist,Intern+FTE,B.E. All Branches,8.5,Remote,58.36,150000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Zomato,Embedded Engineer,Intern,"COE,COPC,ECE",8.5,Hyderabad,12.07,100000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Paytm,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",6.0,Chennai,27.69,50000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Adobe,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE,ENC",6.5,Bengaluru,40.63,150000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Oracle,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",7.5,Chennai,51.87,30000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Cybersecurity Analyst,FTE,"COE,COPC,COBS",6.5,Mumbai,33.62,25000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Accenture,Business Analyst,FTE,"COE,COPC,ECE,ENC",7.0,Remote,26.13,60000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",7.0,Pune,17.65,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Dell,Business Analyst,Intern+FTE,B.E. All Branches,8.0,Hyderabad,45.34,80000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Full Stack Developer,FTE,"COE,COPC",8.0,Mumbai,22.37,125000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Oracle,Software Development Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",8.0,Remote,28.11,60000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
SAP,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE",9.0,Mumbai,46.78,40000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
PhonePe,DevOps Engineer,FTE,"COE,COPC,COBS",8.0,Remote,32.49,60000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Goldman Sachs,Software Development Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Remote,48.73,40000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Meesho,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",7.5,Noida,41.96,60000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Google,Backend Engineer,FTE,B.E. All Branches,7.5,Mumbai,57.05,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
BlackRock,QA Engineer,FTE,B.E. All Branches,8.5,Bengaluru,43.04,30000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
BlackRock,Frontend Engineer,FTE,"COE,COPC,COBS",8.5,Pune,37.41,40000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
IBM,Frontend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",7.0,Bengaluru,8.86,70000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
PhonePe,Data Scientist,Intern+FTE,"COE,COPC,ECE,EIC,EEC",6.5,Hyderabad,34.6,30000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Frontend Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Chennai,35.36,70000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Salesforce,DevOps Engineer,Intern,"COE,COPC,ECE",8.0,Gurugram,37.32,40000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Accenture,Cloud Engineer,Intern,"COE,COPC,ECE",6.5,Noida,28.25,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,DevOps Engineer,Intern,"COE,COPC,COBS",7.5,Hyderabad,39.13,125000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Meesho,Frontend Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Chennai,55.86,100000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Uber,Cloud Engineer,Intern+FTE,"COE,COPC,ECE,EIC,EEC",7.0,Bengaluru,63.85,70000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
HCLTech,Backend Engineer,Intern+FTE,"COE,COPC,ECE,ENC",6.5,Noida,18.01,40000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Uber,Backend Engineer,Intern,"COE,COPC",9.0,Remote,74.6,30000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Tech Mahindra,Business Analyst,Intern,"COE,COPC,ECE,EIC,EEC",8.0,Bengaluru,8.3,30000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
TCS,Backend Engineer,Intern,"COE,COPC,ECE,ENC",8.5,Bengaluru,55.06,25000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Tech Mahindra,Backend Engineer,Intern+FTE,B.E. All Branches,6.5,Pune,48.25,150000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Qualcomm,AI/ML Engineer,FTE,B.E. All Branches,7.0,Chennai,7.58,40000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,DevOps Engineer,Intern+FTE,B.E. All Branches,8.0,Hyderabad,48.16,150000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Cybersecurity Analyst,Intern+FTE,"COE,COPC,ECE,EIC,EEC",6.5,Gurugram,47.22,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,DevOps Engineer,Intern+FTE,B.E. All Branches,9.0,Remote,6.23,30000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Accenture,Embedded Engineer,Intern,"COE,COPC,ECE",9.0,Chennai,37.83,100000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Deloitte,Business Analyst,Intern+Performance Based Chance of FTE,"COE,COPC",9.0,Chennai,17.57,50000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Meesho,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.5,Gurugram,11.96,40000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Samsung R&D,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.5,Gurugram,8.19,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Infosys,Cybersecurity Analyst,Intern+FTE,B.E. All Branches,7.5,Gurugram,45.75,100000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Incedo,Full Stack Developer,FTE,"COE,COPC,ECE",6.0,Remote,52.27,100000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Siemens,Backend Engineer,Intern,"COE,COPC",6.5,Mumbai,27.4,125000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
ZS Associates,Embedded Engineer,Intern+FTE,"COE,COPC",7.0,Noida,37.89,30000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Zomato,Full Stack Developer,Intern,"COE,COPC,ECE",9.0,Mumbai,38.13,80000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Dell,Cloud Engineer,FTE,"COE,COPC,ECE,EIC,EEC",7.5,Chennai,21.04,150000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
TCS,QA Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,7.0,Pune,38.57,80000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Cloud Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",6.5,Pune,11.83,60000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
Google,Backend Engineer,Intern,"COE,COPC,ECE",7.5,Chennai,78.97,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Flipkart,Data Scientist,Intern,"COE,COPC,ECE,EIC,EEC",9.0,Remote,39.59,30000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
Infosys,Full Stack Developer,Intern+Performance Based Chance of FTE,B.E. All Branches,7.0,Chennai,21.85,100000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Maq Software,DevOps Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.5,Remote,6.95,25000,"Docker, Kubernetes, Linux, Jenkins, Git, AWS, Terraform",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Business Analyst,Intern,"COE,COPC,ECE",8.0,Gurugram,29.9,25000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
SAP,Frontend Engineer,FTE,"COE,COPC,ECE,EIC,EEC",7.5,Remote,32.54,40000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Tech Mahindra,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",8.0,Pune,36.72,100000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Capgemini,Software Development Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,8.5,Chennai,27.13,100000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
BrowserStack,Data Scientist,Intern,"COE,COPC,ECE",9.0,Chennai,23.31,25000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
IBM,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC",7.5,Chennai,37.53,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
IBM,Business Analyst,Intern+FTE,"COE,COPC,ECE",8.5,Gurugram,24.97,50000,"Excel, SQL, Power BI, Python, Statistics, Tableau",Online Assessment -> Technical Interview -> HR Interview
Apple,Backend Engineer,Intern,"COE,COPC,ECE,ENC",6.5,Bengaluru,29.26,60000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Maq Software,AI/ML Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",6.0,Remote,8.02,80000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
Apple,Software Development Engineer,FTE,B.E. All Branches,6.0,Remote,49.55,80000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Salesforce,Embedded Engineer,Intern+Performance Based Chance of FTE,B.E. All Branches,9.0,Chennai,42.46,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Walmart Global Tech,Cybersecurity Analyst,Intern+FTE,"COE,COPC,COBS",8.5,Hyderabad,22.17,80000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Maq Software,Full Stack Developer,FTE,B.E. All Branches,7.5,Noida,21.52,25000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Expedia,Embedded Engineer,Intern,B.E. All Branches,7.0,Gurugram,57.73,150000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Atlassian,Cybersecurity Analyst,FTE,"COE,COPC",8.5,Gurugram,55.89,50000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Capgemini,Data Scientist,FTE,"COE,COPC,ECE",7.5,Mumbai,29.38,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
BlackRock,Cybersecurity Analyst,Intern+FTE,"COE,COPC",8.5,Pune,33.83,125000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,Cloud Engineer,FTE,"COE,COPC,ECE,EIC,EEC",8.0,Mumbai,87.54,100000,"AWS, Docker, Kubernetes, Linux, Python, Git, Terraform",Online Assessment -> Technical Interview -> HR Interview
NVIDIA,Embedded Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE",6.5,Pune,58.95,70000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
HCLTech,QA Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",9.0,Hyderabad,47.34,80000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Cisco,Full Stack Developer,FTE,"COE,COPC,ECE,EIC,EEC",6.5,Gurugram,51.68,60000,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Siemens,Cybersecurity Analyst,Intern,"COE,COPC,ECE",6.5,Bengaluru,18.75,50000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
Morgan Stanley,Data Scientist,Intern+Performance Based Chance of FTE,"COE,COPC,COBS",8.5,Bengaluru,31.06,125000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
JP Morgan Chase,Frontend Engineer,FTE,"COE,COPC,ECE,ENC",8.5,Pune,20.73,25000,"HTML, CSS, JavaScript, React, Git, TypeScript, Redux",Online Assessment -> Technical Interview -> HR Interview
Intel,Software Development Engineer,Intern,"COE,COPC",9.0,Hyderabad,58.04,100000,"Python, Java, C++, DSA, OOP, DBMS, Operating Systems, Computer Networks, Git, SQL",Online Assessment -> Technical Interview -> HR Interview
Swiggy,Cybersecurity Analyst,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,ENC",8.5,Hyderabad,22.09,30000,"Networking, Linux, Python, Wireshark, Burp Suite, SIEM",Online Assessment -> Technical Interview -> HR Interview
ZS Associates,Embedded Engineer,Intern,B.E. All Branches,8.5,Hyderabad,51.51,50000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
Cognizant,QA Engineer,FTE,"COE,COPC,COBS",6.0,Noida,50.77,125000,"Java, Selenium, TestNG, SQL, Git",Online Assessment -> Technical Interview -> HR Interview
Booking Holdings,Backend Engineer,FTE,B.E. All Branches,8.5,Mumbai,47.75,70000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
HCLTech,Embedded Engineer,Intern+FTE,"COE,COPC,ECE",6.0,Pune,18.74,80000,"C, C++, Embedded C, RTOS, Microcontrollers, ARM",Online Assessment -> Technical Interview -> HR Interview
American Express,Data Scientist,Intern,"COE,COPC,COBS",8.0,Chennai,29.73,60000,"Python, Pandas, NumPy, Machine Learning, Statistics, Scikit-learn, SQL, Matplotlib",Online Assessment -> Technical Interview -> HR Interview
AMD,Backend Engineer,Intern+Performance Based Chance of FTE,"COE,COPC,ECE,EIC,EEC",6.5,Gurugram,23.09,80000,"Java, Spring Boot, SQL, Docker, Git, REST API, DBMS, AWS",Online Assessment -> Technical Interview -> HR Interview
Flipkart,AI/ML Engineer,FTE,"COE,COPC",8.5,Bengaluru,31.66,70000,"Python, Machine Learning, Deep Learning, TensorFlow, PyTorch, NLP, OpenCV",Online Assessment -> Technical Interview -> HR Interview
